Soil_Type,Farm_Area_acres,Water_Availability_L_per_week,Irrigation_Type,Fertilizer_Used_kg,Season,Rainfall_mm,Temperature_C,Soil_pH,Crop,Crop_Yield_ton_per_acre
Loamy,12.66,3820,Drip,113.22,Zaid,1451.14,37.06,8.32,Tomato,6.751
Peaty,16.08,2056,Drip,164.85,Summer,549.6,39.09,7.05,Potato,5.242
Peaty,2.63,4043,Sprinkler,146.86,Summer,774.79,22.08,6.86,Potato,5.71
Loamy,4.49,1068,Sprinkler,63.88,Kharif,324.29,17.24,6.4,Rice,3.357
Peaty,15.41,2154,Rainfed,115.45,Rabi,1489.83,43.54,7.71,Maize,4.251
Clay,1.42,3736,Flood,120.08,Summer,1357.18,36.64,7.4,Rice,3.974
Silty,16.52,3619,Drip,101.22,Rabi,1262.83,38.25,6.5,Maize,3.965
Loamy,1.27,4233,Drip,52.25,Summer,404.55,17.8,8.05,Wheat,2.345
Silty,13.49,3729,Sprinkler,60.21,Kharif,1460.17,24.86,6.52,Potato,6.059
Peaty,7.94,650,Sprinkler,70.59,Zaid,1407.9,12.39,7.34,Rice,4.426
Peaty,12.62,2772,Flood,21.85,Summer,766.37,13.83,6.57,Potato,4.824
Loamy,14.22,4851,Drip,185.05,Kharif,1086.13,17.73,5.47,Rice,3.83
Clay,7.51,2608,Flood,143.5,Kharif,1490.2,20.61,5.64,Rice,4.42
Sandy,3.05,2295,Drip,144.13,Zaid,732.67,44.9,7.63,Wheat,2.875
Loamy,2.32,2927,Sprinkler,123.02,Zaid,346.96,24.77,8.24,Potato,5.346
Sandy,12.19,4014,Flood,144.08,Kharif,1328.11,34.43,6.87,Tomato,6.344
Sandy,10.89,848,Rainfed,196.74,Summer,819.43,41.66,6.3,Maize,3.775
Clay,15.1,2578,Sprinkler,89.33,Rabi,1483.06,18.61,6.35,Potato,6.871
Sandy,10.68,896,Rainfed,148.25,Rabi,916.16,15.07,7.39,Maize,3.749
Sandy,9.03,3476,Rainfed,84.72,Zaid,238.32,18.51,6.87,Tomato,5.466
Clay,8.56,3109,Rainfed,173.77,Summer,839.25,40.88,5.0,Tomato,6.591
Sandy,1.5,1658,Drip,174.45,Kharif,1133.48,33.3,8.09,Maize,4.062
Sandy,7.38,645,Rainfed,182.41,Rabi,233.84,25.8,5.57,Maize,3.347
Sandy,19.54,2726,Drip,20.98,Rabi,737.48,38.71,7.7,Maize,2.743
Loamy,17.6,763,Flood,73.67,Summer,402.23,18.29,6.38,Tomato,5.702
Loamy,7.26,4799,Sprinkler,44.11,Kharif,1036.03,18.37,7.31,Tomato,6.001
Loamy,12.17,3601,Drip,101.72,Zaid,1444.55,29.85,8.42,Tomato,6.368
Clay,17.1,2606,Drip,109.18,Rabi,1011.96,37.65,5.62,Potato,6.359
Peaty,9.38,3580,Flood,66.06,Summer,1103.34,19.08,8.11,Maize,3.674
Sandy,1.34,1487,Flood,150.22,Zaid,715.53,17.35,5.15,Potato,5.603
Sandy,2.42,1847,Sprinkler,68.56,Summer,932.08,26.59,8.69,Wheat,3.348
Clay,10.7,1860,Flood,173.7,Kharif,907.02,14.7,5.81,Tomato,6.231
Sandy,19.42,3338,Drip,51.98,Summer,1187.49,36.17,8.18,Potato,5.838
Loamy,14.17,2226,Sprinkler,86.1,Zaid,1313.99,30.21,5.27,Tomato,6.863
Peaty,2.35,2789,Sprinkler,132.0,Kharif,1061.75,27.94,6.31,Rice,4.473
Silty,4.6,1407,Sprinkler,128.96,Rabi,1473.75,40.53,7.53,Maize,4.179
Sandy,15.66,1683,Rainfed,34.05,Zaid,1276.77,35.64,7.64,Tomato,6.177
Loamy,16.99,3324,Rainfed,172.33,Summer,362.04,15.22,7.8,Maize,3.535
Silty,12.74,1758,Drip,127.65,Rabi,859.72,24.72,6.4,Potato,5.827
Peaty,13.24,698,Rainfed,176.57,Kharif,1374.21,21.24,7.66,Rice,4.771
Silty,1.54,1556,Flood,176.17,Zaid,1427.12,38.07,6.71,Maize,4.028
Loamy,16.74,2955,Sprinkler,118.27,Kharif,694.27,35.17,7.26,Wheat,3.151
Silty,15.98,3865,Drip,183.94,Kharif,1143.42,26.52,7.19,Tomato,7.481
Clay,5.92,1760,Flood,172.71,Summer,733.71,38.83,5.67,Maize,3.753
Silty,14.46,4478,Sprinkler,192.46,Summer,360.76,24.35,8.39,Wheat,3.587
Sandy,5.08,3335,Flood,173.09,Summer,1349.99,38.12,8.47,Maize,4.487
Sandy,1.77,1813,Rainfed,167.82,Rabi,1411.54,11.12,5.81,Potato,6.452
Clay,4.82,2402,Flood,104.48,Rabi,856.18,14.71,6.67,Tomato,5.911
Loamy,4.39,4475,Rainfed,58.17,Summer,223.8,36.46,6.86,Tomato,4.729
Sandy,7.42,1077,Flood,183.93,Rabi,1260.85,14.0,7.2,Wheat,3.635
Peaty,8.95,4930,Drip,150.06,Zaid,820.05,33.93,5.09,Rice,3.927
Sandy,10.66,1520,Rainfed,70.71,Kharif,297.54,35.33,8.04,Rice,2.335
Sandy,10.06,4153,Rainfed,81.38,Summer,446.21,33.18,8.45,Wheat,2.743
Loamy,6.14,4344,Sprinkler,143.49,Kharif,397.76,38.64,5.57,Maize,3.191
Silty,1.55,4073,Rainfed,106.01,Kharif,1092.16,27.91,8.59,Rice,3.595
Sandy,12.5,2793,Sprinkler,34.67,Kharif,589.23,41.4,8.4,Tomato,5.698
Clay,8.52,1110,Rainfed,45.46,Zaid,366.0,29.93,7.17,Wheat,2.368
Silty,6.67,828,Rainfed,154.22,Zaid,1392.94,27.78,6.1,Wheat,3.618
Peaty,17.47,1046,Rainfed,79.14,Rabi,1443.49,27.83,5.83,Tomato,6.275
Loamy,15.19,838,Rainfed,111.38,Kharif,380.15,41.92,6.96,Rice,3.082
Peaty,17.3,3681,Sprinkler,157.99,Rabi,499.31,18.53,7.03,Potato,5.685
Silty,10.4,3541,Drip,155.21,Kharif,969.76,34.33,7.61,Wheat,3.555
Silty,3.49,1306,Flood,50.06,Summer,395.66,18.49,8.21,Maize,3.027
Silty,14.23,1533,Rainfed,37.71,Kharif,406.17,13.23,8.74,Wheat,2.378
Peaty,4.92,3773,Rainfed,126.41,Kharif,637.55,43.38,8.19,Potato,5.228
Silty,9.38,4487,Drip,153.49,Zaid,1433.92,14.54,8.64,Tomato,6.896
Peaty,2.24,3833,Sprinkler,46.83,Summer,1451.17,34.02,7.0,Rice,4.329
Silty,16.68,3240,Flood,86.95,Rabi,1294.32,24.86,5.16,Tomato,6.39
Clay,3.39,2196,Drip,176.65,Summer,1104.43,39.3,5.21,Tomato,6.749
Silty,18.16,4150,Drip,189.96,Zaid,1136.88,37.06,6.07,Rice,4.407
Peaty,17.42,2582,Drip,101.73,Zaid,810.44,15.03,7.46,Tomato,6.427
Sandy,9.83,2498,Drip,34.31,Kharif,889.2,26.37,6.34,Tomato,6.067
Silty,15.14,2185,Rainfed,66.39,Zaid,1024.79,10.96,5.66,Wheat,2.789
Sandy,12.77,2103,Flood,61.93,Zaid,1150.67,25.03,8.4,Maize,3.717
Clay,16.26,4849,Rainfed,63.01,Kharif,325.9,34.51,8.94,Rice,3.167
Loamy,9.2,4612,Drip,108.9,Zaid,492.35,18.13,5.07,Wheat,2.941
Clay,15.93,760,Flood,124.98,Zaid,1451.83,38.35,5.36,Potato,6.639
Silty,9.79,4296,Drip,42.05,Rabi,635.68,11.86,7.0,Wheat,2.191
Sandy,18.88,3275,Sprinkler,180.08,Kharif,549.02,11.21,6.35,Wheat,3.126
Sandy,10.24,1000,Drip,131.6,Kharif,748.48,10.96,8.13,Tomato,6.127
Peaty,9.79,1515,Drip,127.51,Rabi,578.2,19.8,7.62,Maize,3.543
Sandy,15.92,2833,Sprinkler,197.71,Rabi,318.53,26.35,5.27,Wheat,3.55
Peaty,16.61,2554,Rainfed,133.07,Rabi,470.35,13.76,7.18,Potato,5.418
Loamy,11.54,4463,Flood,187.21,Rabi,1032.21,44.89,6.35,Tomato,6.462
Silty,4.42,4174,Drip,71.53,Kharif,490.14,44.98,8.86,Wheat,2.505
Peaty,9.89,4555,Drip,63.22,Rabi,1041.97,28.19,6.9,Potato,5.452
Loamy,19.39,3206,Sprinkler,112.97,Rabi,330.11,29.88,8.71,Rice,3.151
Sandy,15.31,2599,Flood,111.55,Zaid,254.44,42.44,5.12,Wheat,2.634
Sandy,16.41,3065,Sprinkler,60.77,Kharif,1320.04,36.94,5.41,Rice,3.991
Loamy,1.62,3517,Drip,145.94,Rabi,1188.03,15.88,6.55,Rice,4.037
Sandy,9.89,608,Rainfed,25.33,Zaid,1065.84,37.74,8.55,Potato,5.203
Loamy,13.29,3922,Rainfed,144.31,Kharif,240.17,18.08,7.18,Tomato,5.583
Peaty,16.77,565,Flood,102.29,Rabi,511.16,25.06,8.3,Maize,3.002
Peaty,1.94,3581,Drip,144.02,Rabi,1256.01,28.64,6.13,Maize,4.147
Loamy,17.2,4797,Sprinkler,105.87,Zaid,388.07,35.09,5.45,Wheat,3.076
Peaty,11.42,3448,Drip,195.92,Summer,1256.71,15.26,5.98,Potato,6.938
Peaty,4.75,713,Sprinkler,80.24,Kharif,959.5,12.67,7.58,Rice,3.338
Peaty,7.03,4922,Sprinkler,196.86,Zaid,1162.48,40.31,8.49,Wheat,3.94
Clay,6.36,1540,Flood,31.7,Rabi,1037.86,38.94,6.82,Tomato,6.002
Silty,11.09,1487,Sprinkler,143.08,Summer,742.09,28.31,5.77,Maize,3.655
Sandy,1.98,3695,Flood,101.76,Summer,579.57,33.18,7.55,Maize,2.832
Clay,4.01,1003,Rainfed,167.98,Zaid,1074.55,35.18,5.79,Rice,3.988
Peaty,16.44,1255,Flood,162.13,Zaid,1248.99,26.68,7.28,Wheat,4.13
Loamy,3.52,1841,Flood,164.04,Zaid,258.15,19.0,5.41,Wheat,2.843
Peaty,5.43,3088,Flood,37.05,Kharif,693.88,26.85,8.24,Maize,3.069
Silty,9.61,1881,Rainfed,168.03,Summer,655.95,43.28,8.22,Tomato,5.826
Peaty,10.83,3487,Flood,58.53,Kharif,927.31,39.32,7.17,Potato,5.287
Loamy,15.51,3344,Sprinkler,24.62,Summer,348.1,26.29,5.15,Rice,2.545
Silty,9.5,3019,Sprinkler,59.19,Kharif,1413.45,17.9,6.12,Maize,3.847
Peaty,16.01,4226,Flood,106.27,Zaid,913.06,41.14,5.55,Maize,3.217
Silty,12.75,2387,Sprinkler,153.58,Rabi,1400.88,32.34,7.09,Wheat,4.102
Sandy,3.15,1823,Flood,59.35,Zaid,1262.02,24.17,5.41,Rice,3.932
Sandy,3.97,4309,Rainfed,40.34,Kharif,449.13,13.91,8.48,Maize,2.7
Peaty,9.3,4247,Sprinkler,136.27,Zaid,372.04,36.31,8.4,Maize,3.569
Silty,8.54,2631,Flood,197.1,Summer,1319.63,21.09,5.62,Maize,4.27
Loamy,15.13,2924,Drip,128.16,Kharif,896.93,31.22,7.78,Rice,4.061
Peaty,12.03,3884,Rainfed,144.39,Zaid,225.67,29.94,7.79,Maize,2.851
Sandy,8.37,2751,Drip,121.01,Zaid,1414.49,34.49,6.59,Maize,3.99
Sandy,4.24,1508,Flood,160.82,Rabi,814.94,28.82,5.61,Wheat,3.685
Peaty,5.31,1817,Sprinkler,195.64,Rabi,591.22,32.06,5.53,Tomato,6.513
Silty,11.93,3716,Flood,117.94,Zaid,871.58,12.85,7.96,Potato,5.926
Sandy,9.05,516,Sprinkler,95.02,Summer,1269.79,33.28,5.88,Rice,4.366
Silty,10.78,2302,Flood,174.86,Summer,343.38,16.8,7.41,Potato,5.753
Sandy,4.24,3123,Flood,194.55,Summer,666.61,23.72,8.46,Maize,4.09
Sandy,13.6,629,Sprinkler,43.25,Zaid,614.53,27.94,7.37,Tomato,5.836
Clay,17.2,1973,Sprinkler,124.07,Rabi,1291.54,34.04,8.9,Wheat,3.513
Sandy,5.9,1449,Flood,162.64,Zaid,1212.01,35.98,7.58,Wheat,4.046
Loamy,10.34,4496,Drip,116.0,Rabi,720.14,34.67,6.26,Rice,3.492
Peaty,19.54,1568,Rainfed,93.66,Summer,1063.83,13.33,8.41,Tomato,6.507
Peaty,7.33,4811,Drip,137.94,Rabi,712.78,23.54,6.24,Rice,3.497
Silty,12.31,2123,Drip,68.62,Zaid,942.71,19.82,8.89,Wheat,3.075
Sandy,2.71,3395,Drip,82.84,Zaid,1488.58,23.94,6.91,Maize,3.874
Loamy,12.51,3236,Drip,198.61,Zaid,896.25,32.64,8.81,Rice,4.354
Silty,2.7,2812,Sprinkler,134.56,Rabi,1485.15,16.75,5.73,Tomato,6.82
Clay,19.23,2446,Drip,177.13,Summer,1171.36,27.57,5.05,Rice,4.501
Silty,14.6,1116,Rainfed,165.4,Zaid,356.94,40.97,5.78,Wheat,2.821
Silty,15.98,2369,Sprinkler,137.41,Zaid,1234.76,35.59,5.39,Rice,4.518
Sandy,14.38,800,Drip,171.33,Rabi,409.67,35.39,7.94,Maize,3.4
Clay,12.2,1484,Sprinkler,71.69,Summer,892.03,39.71,6.06,Wheat,3.043
Silty,9.55,4191,Drip,134.68,Rabi,997.22,23.97,7.56,Rice,4.156
Loamy,17.31,3926,Drip,126.31,Kharif,1359.9,36.58,7.67,Potato,6.03
Loamy,19.18,660,Rainfed,132.04,Kharif,473.55,12.05,7.75,Potato,5.112
Peaty,10.48,525,Sprinkler,50.35,Zaid,1338.72,11.97,8.33,Wheat,3.413
Clay,18.7,582,Sprinkler,69.9,Rabi,1414.84,21.61,5.6,Maize,3.472
Clay,12.08,672,Flood,71.6,Rabi,316.33,16.89,5.2,Tomato,5.501
Peaty,11.23,1498,Drip,128.35,Zaid,1350.87,28.15,5.12,Maize,4.162
Silty,9.64,3641,Drip,195.06,Kharif,536.93,16.41,5.42,Rice,3.417
Clay,4.98,3382,Rainfed,191.73,Summer,305.3,44.15,6.52,Wheat,2.864
Loamy,1.07,4601,Rainfed,60.89,Summer,1446.15,39.79,8.87,Potato,5.957
Loamy,5.59,3343,Sprinkler,74.87,Kharif,709.86,44.39,6.41,Tomato,6.32
Sandy,10.68,2610,Rainfed,26.49,Zaid,1009.88,38.27,6.81,Wheat,2.88
Clay,8.22,3584,Sprinkler,91.79,Zaid,918.74,43.29,8.26,Wheat,3.274
Silty,9.52,2545,Drip,170.24,Summer,477.14,22.88,8.67,Wheat,3.42
Peaty,19.63,1260,Drip,184.84,Summer,1070.44,27.43,8.89,Rice,4.523
Peaty,7.66,704,Sprinkler,62.57,Kharif,259.95,18.39,8.31,Potato,5.19
Silty,9.59,3602,Rainfed,67.84,Kharif,464.02,32.25,7.01,Potato,4.725
Sandy,3.54,2535,Rainfed,59.75,Rabi,1428.06,37.59,5.92,Potato,5.948
Peaty,1.91,2052,Sprinkler,83.02,Kharif,1439.56,27.46,7.39,Tomato,6.89
Clay,15.73,1324,Drip,164.86,Kharif,827.45,20.37,5.79,Rice,3.77
Sandy,11.84,3456,Sprinkler,136.43,Summer,419.79,27.77,5.22,Maize,3.233
Clay,15.45,4248,Rainfed,161.47,Summer,748.11,12.2,8.68,Potato,5.828
Loamy,3.85,2945,Sprinkler,124.95,Rabi,1340.19,35.24,6.94,Maize,3.91
Sandy,11.86,4396,Drip,66.39,Summer,291.36,25.81,7.03,Wheat,2.341
Peaty,5.82,1338,Flood,61.04,Summer,366.23,41.44,7.44,Wheat,2.116
Sandy,5.33,4183,Sprinkler,21.62,Summer,1364.35,42.31,6.81,Wheat,3.03
Sandy,1.22,2461,Flood,160.58,Kharif,740.0,14.39,6.78,Potato,5.946
Sandy,3.48,1437,Sprinkler,172.48,Summer,308.5,44.86,8.66,Wheat,2.802
Sandy,6.88,3431,Rainfed,158.29,Zaid,380.97,43.94,8.27,Rice,3.353
Clay,3.22,924,Rainfed,33.39,Kharif,1347.18,31.95,5.85,Wheat,3.306
Loamy,19.73,3810,Flood,157.2,Summer,837.13,38.89,6.17,Potato,5.593
Silty,6.86,3551,Sprinkler,28.24,Kharif,411.89,10.65,7.64,Rice,2.674
Sandy,3.48,3405,Rainfed,39.01,Summer,1362.28,43.96,7.28,Potato,5.428
Peaty,4.78,2637,Flood,99.29,Rabi,1298.86,25.97,8.06,Wheat,2.868
Sandy,12.17,4546,Flood,105.71,Rabi,229.93,41.84,7.91,Rice,2.918
Peaty,2.22,3710,Sprinkler,166.9,Rabi,955.29,23.48,7.83,Wheat,3.681
Clay,17.39,3194,Rainfed,142.31,Summer,517.64,37.59,8.52,Rice,3.848
Peaty,19.27,4095,Flood,47.6,Rabi,893.08,24.63,8.07,Maize,3.53
Silty,5.69,1767,Drip,60.71,Kharif,563.05,22.69,5.97,Rice,3.463
Loamy,9.55,4076,Drip,71.42,Rabi,610.64,43.14,8.49,Maize,2.505
Peaty,1.42,921,Rainfed,42.26,Rabi,982.41,34.47,6.34,Wheat,3.31
Peaty,13.17,3766,Rainfed,71.78,Rabi,900.52,39.4,8.64,Rice,3.514
Loamy,8.86,2157,Drip,151.15,Rabi,713.75,29.02,8.3,Potato,5.782
Silty,6.13,2600,Flood,63.45,Kharif,339.84,42.14,5.3,Rice,2.579
Sandy,4.93,4439,Sprinkler,170.36,Zaid,1460.25,35.9,8.09,Rice,4.398
Peaty,13.43,1184,Flood,104.51,Rabi,426.99,12.53,7.0,Rice,3.123
Loamy,8.91,2726,Rainfed,78.13,Summer,1023.05,36.84,8.91,Tomato,5.869
Clay,4.41,4888,Rainfed,94.24,Zaid,307.57,10.65,6.83,Potato,5.003
Loamy,14.09,2922,Sprinkler,147.71,Rabi,1094.81,39.02,5.27,Rice,4.003
Clay,11.74,1577,Flood,113.02,Zaid,323.29,21.62,6.17,Rice,3.527
Silty,17.31,4485,Sprinkler,21.31,Summer,498.36,30.94,6.72,Wheat,2.441
Sandy,3.23,4340,Flood,186.02,Summer,1041.08,36.23,7.37,Potato,5.7
Loamy,15.93,3816,Flood,31.88,Rabi,567.82,32.29,5.61,Rice,2.989
Peaty,13.8,3343,Drip,188.95,Rabi,892.71,33.53,7.06,Rice,3.828
Silty,3.19,3939,Flood,25.07,Summer,361.86,41.24,6.93,Rice,2.483
Loamy,14.2,4611,Rainfed,158.78,Kharif,463.12,23.09,8.35,Maize,3.136
Peaty,9.39,4771,Rainfed,116.24,Zaid,1153.91,29.15,6.21,Tomato,7.279
Loamy,18.95,2403,Rainfed,111.03,Kharif,245.68,16.12,6.8,Potato,5.021
Clay,3.69,4724,Drip,33.1,Rabi,345.34,26.36,6.55,Maize,2.899
Loamy,13.21,3794,Sprinkler,62.97,Kharif,479.44,15.25,7.53,Rice,3.007
Loamy,8.26,925,Rainfed,159.96,Kharif,226.25,32.18,8.34,Potato,5.314
Loamy,19.18,2901,Rainfed,180.43,Zaid,323.99,21.35,7.7,Maize,3.211
Silty,7.27,1249,Sprinkler,115.24,Rabi,565.81,40.07,6.86,Tomato,5.632
Loamy,19.28,543,Drip,83.6,Zaid,320.79,22.03,7.55,Maize,2.677
Peaty,18.13,2059,Flood,30.79,Summer,1325.96,20.04,6.29,Wheat,3.493
Clay,6.14,4694,Sprinkler,142.79,Zaid,285.9,27.19,5.58,Rice,3.438
Clay,16.27,3968,Flood,70.12,Zaid,1319.28,16.14,6.28,Maize,4.091
Loamy,19.92,4451,Flood,29.9,Summer,1269.72,17.13,6.77,Tomato,6.196
Silty,5.8,4766,Flood,139.85,Kharif,330.99,37.41,6.76,Rice,3.199
Silty,9.3,647,Sprinkler,107.43,Zaid,232.75,27.4,7.95,Wheat,2.734
Peaty,10.88,2670,Sprinkler,22.15,Summer,264.99,17.22,8.75,Wheat,2.402
Loamy,6.6,611,Flood,39.97,Rabi,967.49,11.1,6.56,Maize,3.124
Clay,1.29,4663,Drip,145.86,Kharif,1071.46,26.33,5.35,Rice,4.678
Silty,5.18,1327,Drip,31.46,Summer,1006.85,35.99,5.13,Maize,3.918
Loamy,6.36,2252,Drip,175.87,Kharif,903.92,22.29,5.02,Wheat,3.975
Silty,9.43,3439,Rainfed,76.04,Summer,427.09,18.68,8.75,Potato,5.294
Silty,4.25,4228,Flood,35.96,Zaid,1293.24,23.87,8.98,Maize,3.05
Clay,17.59,4116,Rainfed,156.76,Kharif,625.82,43.57,5.21,Potato,5.954
Sandy,14.39,4223,Drip,114.4,Zaid,1482.03,24.81,6.43,Rice,4.918
Peaty,2.62,2777,Sprinkler,75.2,Summer,700.32,19.09,7.68,Wheat,3.419
Peaty,13.35,659,Drip,93.1,Zaid,541.91,29.92,5.72,Maize,3.348
Clay,13.42,3865,Rainfed,23.85,Zaid,1362.53,38.38,7.38,Maize,3.129
Silty,19.17,2733,Rainfed,139.29,Summer,937.64,10.78,8.25,Maize,3.26
Loamy,1.06,1513,Drip,85.84,Zaid,1138.41,29.53,8.43,Rice,3.65
Silty,5.71,1051,Flood,148.53,Zaid,730.92,39.27,7.83,Rice,3.712
Clay,18.63,1675,Sprinkler,133.07,Zaid,1352.99,17.55,5.33,Tomato,6.659
Peaty,18.71,1663,Sprinkler,137.23,Rabi,1393.04,42.26,6.39,Maize,4.192
Silty,14.69,1808,Drip,162.72,Rabi,767.8,30.22,8.87,Rice,3.805
Peaty,15.55,1992,Flood,133.61,Rabi,512.94,28.09,5.77,Wheat,3.021
Loamy,2.74,1741,Flood,95.37,Kharif,1041.97,43.73,6.82,Rice,3.724
Peaty,10.76,2277,Drip,90.19,Zaid,1440.96,14.54,6.34,Rice,4.039
Peaty,5.4,559,Sprinkler,41.52,Zaid,1009.18,35.9,5.82,Maize,2.926
Sandy,4.44,2133,Sprinkler,160.3,Zaid,1440.49,38.65,6.29,Potato,5.925
Sandy,16.4,2951,Sprinkler,157.0,Kharif,646.95,27.1,5.76,Wheat,3.669
Sandy,3.57,835,Flood,64.33,Kharif,1389.6,10.23,8.51,Potato,5.639
Peaty,9.9,1330,Drip,175.28,Summer,346.34,28.35,5.7,Tomato,6.041
Clay,18.83,2092,Flood,126.02,Zaid,666.48,15.37,7.49,Maize,3.193
Peaty,4.53,4880,Sprinkler,106.16,Summer,842.81,29.69,8.77,Potato,5.162
Clay,19.58,1459,Flood,23.15,Summer,1049.04,35.85,8.81,Rice,3.534
Clay,19.89,4666,Sprinkler,88.89,Kharif,582.38,28.59,7.4,Rice,3.877
Sandy,11.56,1621,Drip,135.32,Rabi,1401.51,32.08,6.08,Tomato,7.224
Silty,4.23,2723,Sprinkler,36.15,Kharif,1374.55,13.64,5.99,Tomato,6.215
Loamy,7.01,4316,Rainfed,102.72,Kharif,1239.14,13.4,7.99,Wheat,3.837
Sandy,9.07,1598,Rainfed,198.82,Rabi,348.67,39.78,8.92,Wheat,2.527
Sandy,6.88,642,Drip,148.98,Rabi,301.78,11.73,5.31,Maize,3.231
Silty,6.33,3478,Flood,118.44,Kharif,847.57,19.95,8.16,Tomato,6.119
Loamy,19.47,1546,Flood,115.95,Zaid,1194.95,42.82,5.49,Maize,3.909
Peaty,3.91,1568,Flood,27.88,Summer,360.21,26.06,6.19,Potato,4.989
Peaty,14.93,4687,Sprinkler,192.32,Zaid,1033.87,33.61,7.27,Wheat,3.462
Sandy,1.01,3840,Rainfed,187.07,Summer,886.21,17.76,6.19,Maize,3.951
Loamy,12.33,3935,Drip,142.83,Zaid,1143.79,19.47,7.6,Tomato,6.748
Sandy,18.4,4279,Flood,37.82,Rabi,765.99,27.82,6.67,Potato,5.47
Clay,6.47,4977,Flood,57.41,Zaid,1101.29,32.33,5.88,Wheat,3.001
Sandy,4.52,1465,Drip,53.1,Kharif,407.49,43.62,7.12,Maize,2.149
Sandy,13.38,1679,Sprinkler,113.52,Summer,478.97,30.1,5.1,Tomato,6.129
Peaty,14.54,2934,Flood,57.4,Summer,1374.33,13.36,7.96,Maize,3.608
Peaty,14.07,1000,Sprinkler,145.24,Zaid,628.19,22.84,7.09,Wheat,3.483
Peaty,7.07,549,Sprinkler,118.14,Rabi,1481.16,18.55,8.79,Potato,6.609
Clay,5.79,1469,Sprinkler,23.18,Kharif,260.07,18.9,5.41,Rice,2.966
Peaty,19.16,1487,Flood,153.93,Rabi,844.64,27.69,7.93,Potato,6.546
Loamy,18.54,1615,Flood,53.99,Kharif,622.48,21.08,6.2,Maize,3.074
Silty,9.69,4432,Drip,168.48,Kharif,1494.75,20.13,6.49,Maize,4.141
Loamy,17.08,1979,Drip,83.91,Kharif,1487.05,43.88,6.39,Rice,3.797
Loamy,9.59,4934,Sprinkler,80.95,Zaid,505.82,30.44,6.43,Maize,2.915
Peaty,9.06,3624,Flood,22.13,Kharif,547.43,19.16,6.72,Potato,5.105
Silty,3.98,4067,Sprinkler,197.79,Kharif,1174.57,19.66,5.08,Wheat,4.47
Silty,9.1,2158,Drip,130.16,Kharif,1356.58,38.39,8.39,Potato,6.197
Silty,11.21,2376,Sprinkler,96.09,Summer,1062.81,41.03,8.53,Potato,6.226
Clay,1.43,2551,Rainfed,37.39,Summer,1324.12,33.77,5.16,Potato,6.366
Peaty,9.44,4876,Sprinkler,145.85,Zaid,282.28,25.1,8.1,Wheat,3.139
Silty,15.85,3315,Flood,70.89,Zaid,1032.69,36.76,5.29,Maize,3.541
Clay,13.92,1470,Sprinkler,197.89,Summer,1110.22,42.81,8.23,Potato,6.106
Sandy,13.07,707,Sprinkler,191.1,Summer,447.41,15.82,7.45,Wheat,3.723
Sandy,18.28,759,Flood,152.35,Kharif,1211.36,40.16,6.23,Maize,3.679
Clay,1.34,4858,Rainfed,194.79,Summer,1427.54,39.71,7.46,Wheat,4.468
Clay,11.58,1282,Flood,39.01,Zaid,1367.36,22.83,7.03,Wheat,3.209
Peaty,15.96,1004,Drip,70.38,Zaid,518.46,20.21,7.54,Potato,5.467
Peaty,11.29,2073,Rainfed,65.58,Kharif,621.19,29.79,6.9,Rice,3.688
Sandy,7.15,4798,Rainfed,32.96,Rabi,849.49,19.53,8.09,Potato,5.677
Silty,3.59,2259,Flood,195.0,Rabi,405.87,15.09,5.18,Wheat,3.043
Sandy,17.86,4294,Sprinkler,30.8,Summer,1440.14,43.36,6.38,Wheat,3.146
Silty,9.94,4090,Drip,174.2,Kharif,410.08,27.2,7.24,Wheat,3.699
Silty,17.68,4640,Drip,158.27,Summer,1189.85,26.53,7.35,Tomato,6.799
Peaty,12.13,1901,Rainfed,87.66,Kharif,643.86,14.41,5.68,Potato,5.229
Loamy,13.81,1288,Drip,23.39,Summer,945.84,27.65,5.3,Rice,3.961
Loamy,16.28,3829,Rainfed,21.1,Zaid,261.33,36.0,5.08,Maize,2.328
Clay,13.52,3344,Rainfed,56.72,Zaid,466.52,18.68,6.65,Rice,3.107
Peaty,8.56,4485,Drip,108.9,Rabi,777.71,22.91,6.32,Rice,4.332
Silty,10.76,4512,Rainfed,102.42,Rabi,1080.35,16.26,7.27,Tomato,6.224
Loamy,16.26,2592,Sprinkler,125.35,Summer,1210.83,22.43,6.8,Wheat,3.567
Silty,8.1,3467,Rainfed,158.95,Zaid,239.18,40.14,6.58,Rice,3.285
Loamy,8.37,1569,Sprinkler,87.92,Summer,398.24,18.3,8.37,Wheat,2.714
Loamy,2.82,2175,Sprinkler,48.87,Zaid,1148.73,11.03,7.49,Potato,5.38
Loamy,18.38,3112,Sprinkler,164.01,Kharif,1256.97,28.77,7.58,Wheat,4.243
Peaty,2.73,4896,Drip,79.88,Zaid,507.54,30.28,6.53,Wheat,2.806
Sandy,13.32,787,Sprinkler,71.64,Rabi,498.55,21.51,8.11,Potato,5.306
Silty,8.85,1285,Drip,157.58,Zaid,314.44,32.45,5.61,Potato,5.452
Peaty,8.71,2816,Flood,188.15,Summer,395.38,11.33,6.61,Rice,3.249
Peaty,13.91,3338,Sprinkler,184.69,Kharif,210.42,21.92,5.19,Tomato,5.827
Peaty,2.27,4137,Rainfed,44.74,Rabi,966.78,15.06,5.46,Maize,2.717
